species,site_id,year,month,day,week,fitted,date,doy,transecto,id_transect,abb_elev,abreviatura,altitud
Aporia crataegi,21,2013,6,26,26,4.546866981458,2013-06-26,177,Matas Verdes,16_21,MV (1919),MV,1919
Aporia crataegi,21,2014,6,11,24,3.71482280556813,2014-06-11,162,Matas Verdes,16_21,MV (1919),MV,1919
Aporia crataegi,21,2015,6,10,24,0.763686978032815,2015-06-10,161,Matas Verdes,16_21,MV (1919),MV,1919
Aporia crataegi,21,2016,6,22,25,8.08406808902302,2016-06-22,174,Matas Verdes,16_21,MV (1919),MV,1919
Aporia crataegi,21,2017,6,14,24,1.71222242360354,2017-06-14,165,Matas Verdes,16_21,MV (1919),MV,1919
Aporia crataegi,21,2019,6,12,24,3.25550719277732,2019-06-12,163,Matas Verdes,16_21,MV (1919),MV,1919
Aporia crataegi,21,2020,6,17,25,1.17632395044182,2020-06-17,169,Matas Verdes,16_21,MV (1919),MV,1919
Aporia crataegi,21,2021,6,16,24,0.747459536654045,2021-06-16,167,Matas Verdes,16_21,MV (1919),MV,1919
Aporia crataegi,21,2022,6,15,24,2.74925249342744,2022-06-15,166,Matas Verdes,16_21,MV (1919),MV,1919
Aporia crataegi,23,2012,6,20,25,8.08694455123075,2012-06-20,172,Robledal Dílar,16_23,DI (1720),DI,1720
Aporia crataegi,23,2013,6,26,26,10.6206133312156,2013-06-26,177,Robledal Dílar,16_23,DI (1720),DI,1720
Aporia crataegi,23,2014,6,11,24,3.21087823369037,2014-06-11,162,Robledal Dílar,16_23,DI (1720),DI,1720
Aporia crataegi,23,2015,6,10,24,1.19851761005367,2015-06-10,161,Robledal Dílar,16_23,DI (1720),DI,1720
Aporia crataegi,23,2016,6,22,25,6.35175528388886,2016-06-22,174,Robledal Dílar,16_23,DI (1720),DI,1720
Aporia crataegi,23,2017,6,14,24,5.75335715015653,2017-06-14,165,Robledal Dílar,16_23,DI (1720),DI,1720
Aporia crataegi,23,2019,6,12,24,3.6460308698844,2019-06-12,163,Robledal Dílar,16_23,DI (1720),DI,1720
Aporia crataegi,23,2021,6,16,24,2.24260165187504,2021-06-16,167,Robledal Dílar,16_23,DI (1720),DI,1720
Aporia crataegi,23,2022,6,15,24,1.14652085961383,2022-06-15,166,Robledal Dílar,16_23,DI (1720),DI,1720
Aporia crataegi,33,2013,6,26,26,1.39778995362328,2013-06-26,177,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aporia crataegi,33,2014,6,11,24,4.55732487146274,2014-06-11,162,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aporia crataegi,33,2015,6,10,24,2.74010648198359,2015-06-10,161,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aporia crataegi,33,2019,6,12,24,1.10075632501839,2019-06-12,163,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aporia crataegi,34,2012,6,20,25,9.70893407985403,2012-06-20,172,Catifas,16_34,CAT (1666),CAT,1666
Aporia crataegi,34,2013,6,26,26,3.29989441266201,2013-06-26,177,Catifas,16_34,CAT (1666),CAT,1666
Aporia crataegi,34,2014,6,11,24,4.04619726875702,2014-06-11,162,Catifas,16_34,CAT (1666),CAT,1666
Aporia crataegi,34,2015,6,10,24,1.29126504594335,2015-06-10,161,Catifas,16_34,CAT (1666),CAT,1666
Aporia crataegi,34,2019,6,12,24,2.23376559076377,2019-06-12,163,Catifas,16_34,CAT (1666),CAT,1666
Aporia crataegi,34,2022,6,15,24,2.30920191710805,2022-06-15,166,Catifas,16_34,CAT (1666),CAT,1666
Aporia crataegi,35,2014,6,11,24,1.16406932098174,2014-06-11,162,Praillos,16_35,PRA (1894),PRA,1894
Aporia crataegi,45,2014,6,11,24,4.42075590069586,2014-06-11,162,Dúrcal,16_45,DU (1950),DU,1950
Aporia crataegi,45,2015,6,10,24,2.25270277168752,2015-06-10,161,Dúrcal,16_45,DU (1950),DU,1950
Aporia crataegi,45,2016,6,22,25,1.70978934709037,2016-06-22,174,Dúrcal,16_45,DU (1950),DU,1950
Aporia crataegi,45,2017,6,14,24,3.39535568716529,2017-06-14,165,Dúrcal,16_45,DU (1950),DU,1950
Aporia crataegi,45,2018,7,18,29,1.68451653562967,2018-07-18,199,Dúrcal,16_45,DU (1950),DU,1950
Aporia crataegi,45,2019,6,12,24,2.57999741811816,2019-06-12,163,Dúrcal,16_45,DU (1950),DU,1950
Aporia crataegi,45,2021,6,16,24,1.67842534140169,2021-06-16,167,Dúrcal,16_45,DU (1950),DU,1950
Aporia crataegi,45,2022,6,15,24,3.62078919850306,2022-06-15,166,Dúrcal,16_45,DU (1950),DU,1950
Arethusana arethusa,23,2014,8,13,33,1.48577069339179,2014-08-13,225,Robledal Dílar,16_23,DI (1720),DI,1720
Arethusana arethusa,23,2019,8,21,34,1.01003086012095,2019-08-21,233,Robledal Dílar,16_23,DI (1720),DI,1720
Arethusana arethusa,23,2022,8,10,32,1.41138952762201,2022-08-10,222,Robledal Dílar,16_23,DI (1720),DI,1720
Arethusana arethusa,34,2013,8,21,34,3.01489173933771,2013-08-21,233,Catifas,16_34,CAT (1666),CAT,1666
Arethusana arethusa,34,2017,8,9,32,6.14787099380783,2017-08-09,221,Catifas,16_34,CAT (1666),CAT,1666
Arethusana arethusa,34,2022,8,10,32,3.78060774701363,2022-08-10,222,Catifas,16_34,CAT (1666),CAT,1666
Argynnis pandora,15,2017,6,28,26,0.392886944113858,2017-06-28,179,Altas cumbres,16_15,AC (3126),AC,3126
Argynnis pandora,16,2013,9,11,37,0.693191622405728,2013-09-11,254,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Argynnis pandora,16,2017,6,28,26,0.576751147772746,2017-06-28,179,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Argynnis pandora,16,2020,7,22,30,0.565370429905322,2020-07-22,204,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Argynnis pandora,17,2013,9,11,37,0.561779074489956,2013-09-11,254,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Argynnis pandora,17,2017,6,28,26,2.06957305091586,2017-06-28,179,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Argynnis pandora,17,2019,8,14,33,0.379171775614963,2019-08-14,226,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Argynnis pandora,17,2022,7,6,27,0.491302396960434,2022-07-06,187,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Argynnis pandora,18,2013,9,11,37,0.521792339600228,2013-09-11,254,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Argynnis pandora,18,2017,6,28,26,0.420587085871578,2017-06-28,179,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Argynnis pandora,18,2018,8,1,31,2.35244085906409,2018-08-01,213,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Argynnis pandora,18,2021,6,30,26,1.27779994618814,2021-06-30,181,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Argynnis pandora,20,2012,8,15,33,1.19327464638591,2012-08-15,228,Purche,16_20,PU (1442),PU,1442
Argynnis pandora,20,2013,9,11,37,2.22098652591481,2013-09-11,254,Purche,16_20,PU (1442),PU,1442
Argynnis pandora,20,2017,6,28,26,0.691466636039135,2017-06-28,179,Purche,16_20,PU (1442),PU,1442
Argynnis pandora,20,2019,8,14,33,0.555142916776687,2019-08-14,226,Purche,16_20,PU (1442),PU,1442
Argynnis pandora,21,2013,9,11,37,1.38888649850326,2013-09-11,254,Matas Verdes,16_21,MV (1919),MV,1919
Argynnis pandora,21,2014,6,25,26,2.28278905437778,2014-06-25,176,Matas Verdes,16_21,MV (1919),MV,1919
Argynnis pandora,21,2016,6,29,26,0.472602992351004,2016-06-29,181,Matas Verdes,16_21,MV (1919),MV,1919
Argynnis pandora,21,2017,6,28,26,1.61225359603712,2017-06-28,179,Matas Verdes,16_21,MV (1919),MV,1919
Argynnis pandora,21,2022,7,6,27,0.751788589638177,2022-07-06,187,Matas Verdes,16_21,MV (1919),MV,1919
Argynnis pandora,23,2013,9,11,37,1.84905993811299,2013-09-11,254,Robledal Dílar,16_23,DI (1720),DI,1720
Argynnis pandora,23,2014,6,25,26,0.819404812745086,2014-06-25,176,Robledal Dílar,16_23,DI (1720),DI,1720
Argynnis pandora,23,2016,6,29,26,0.472602992351004,2016-06-29,181,Robledal Dílar,16_23,DI (1720),DI,1720
Argynnis pandora,23,2017,6,28,26,1.25966587805243,2017-06-28,179,Robledal Dílar,16_23,DI (1720),DI,1720
Argynnis pandora,23,2019,8,14,33,0.341333122747595,2019-08-14,226,Robledal Dílar,16_23,DI (1720),DI,1720
Argynnis pandora,23,2020,7,22,30,0.493189643811161,2020-07-22,204,Robledal Dílar,16_23,DI (1720),DI,1720
Argynnis pandora,23,2022,7,6,27,0.356992643146168,2022-07-06,187,Robledal Dílar,16_23,DI (1720),DI,1720
Argynnis pandora,24,2013,9,11,37,2.09251926954194,2013-09-11,254,Campos de Otero,16_24,CO (2248),CO,2248
Argynnis pandora,24,2014,6,25,26,1.44364607912626,2014-06-25,176,Campos de Otero,16_24,CO (2248),CO,2248
Argynnis pandora,24,2016,6,29,26,0.456065498000899,2016-06-29,181,Campos de Otero,16_24,CO (2248),CO,2248
Argynnis pandora,24,2017,6,28,26,0.93779305526865,2017-06-28,179,Campos de Otero,16_24,CO (2248),CO,2248
Argynnis pandora,24,2019,8,14,33,0.376900733881759,2019-08-14,226,Campos de Otero,16_24,CO (2248),CO,2248
Argynnis pandora,24,2021,6,30,26,0.962985918278756,2021-06-30,181,Campos de Otero,16_24,CO (2248),CO,2248
Argynnis pandora,32,2013,9,11,37,0.554933984605699,2013-09-11,254,Fabriquilla,16_32,FA (992),FA,992
Argynnis pandora,32,2016,6,29,26,0.911036611413031,2016-06-29,181,Fabriquilla,16_32,FA (992),FA,992
Argynnis pandora,32,2017,6,28,26,0.638555441461252,2017-06-28,179,Fabriquilla,16_32,FA (992),FA,992
Argynnis pandora,33,2014,6,25,26,2.11235894704899,2014-06-25,176,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Argynnis pandora,33,2016,6,29,26,1.36401850306553,2016-06-29,181,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Argynnis pandora,33,2017,6,28,26,0.96271082677252,2017-06-28,179,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Argynnis pandora,33,2019,8,14,33,0.370641079581179,2019-08-14,226,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Argynnis pandora,33,2021,6,30,26,1.10951152280462,2021-06-30,181,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Argynnis pandora,34,2013,9,11,37,0.840900652898918,2013-09-11,254,Catifas,16_34,CAT (1666),CAT,1666
Argynnis pandora,34,2017,6,28,26,0.539342770555801,2017-06-28,179,Catifas,16_34,CAT (1666),CAT,1666
Argynnis pandora,35,2013,9,11,37,0.842431915305376,2013-09-11,254,Praillos,16_35,PRA (1894),PRA,1894
Argynnis pandora,35,2017,6,28,26,0.432953392256889,2017-06-28,179,Praillos,16_35,PRA (1894),PRA,1894
Argynnis pandora,35,2022,7,6,27,0.446624721453167,2022-07-06,187,Praillos,16_35,PRA (1894),PRA,1894
Argynnis pandora,45,2017,6,28,26,0.441679530212311,2017-06-28,179,Dúrcal,16_45,DU (1950),DU,1950
Argynnis pandora,45,2018,8,1,31,0.921921449574725,2018-08-01,213,Dúrcal,16_45,DU (1950),DU,1950
Argynnis pandora,45,2021,6,30,26,1.46182457539524,2021-06-30,181,Dúrcal,16_45,DU (1950),DU,1950
Argynnis pandora,45,2022,7,6,27,0.66704961463464,2022-07-06,187,Dúrcal,16_45,DU (1950),DU,1950
Argynnis pandora,48,2014,6,25,26,1.89289182987583,2014-06-25,176,Pitres,16_48,PI (1379),PI,1379
Argynnis pandora,48,2015,9,30,40,1.39210299192056,2015-09-30,273,Pitres,16_48,PI (1379),PI,1379
Argynnis pandora,48,2016,6,29,26,1.20953818475141,2016-06-29,181,Pitres,16_48,PI (1379),PI,1379
Argynnis pandora,48,2017,6,28,26,1.75888175416223,2017-06-28,179,Pitres,16_48,PI (1379),PI,1379
Argynnis pandora,48,2018,8,1,31,1.92512189409925,2018-08-01,213,Pitres,16_48,PI (1379),PI,1379
Argynnis pandora,48,2019,8,14,33,1.3122245439235,2019-08-14,226,Pitres,16_48,PI (1379),PI,1379
Argynnis pandora,48,2020,7,22,30,0.504836183349604,2020-07-22,204,Pitres,16_48,PI (1379),PI,1379
Argynnis pandora,48,2021,6,30,26,1.20363137272106,2021-06-30,181,Pitres,16_48,PI (1379),PI,1379
Argynnis pandora,48,2022,7,6,27,1.61451008141423,2022-07-06,187,Pitres,16_48,PI (1379),PI,1379
Aricia cramera,14,2020,8,5,32,0.723095020789469,2020-08-05,218,Laguna seca,16_14,LS (2282),LS,2282
Aricia cramera,18,2014,5,21,21,0.400702082685075,2014-05-21,141,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Aricia cramera,18,2015,7,8,28,0.826454781364341,2015-07-08,189,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Aricia cramera,18,2016,7,27,30,0.524281250198869,2016-07-27,209,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Aricia cramera,18,2017,6,21,25,0.445400882657583,2017-06-21,172,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Aricia cramera,18,2020,8,5,32,0.419120644953221,2020-08-05,218,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Aricia cramera,20,2012,8,1,31,0.535686461861546,2012-08-01,214,Purche,16_20,PU (1442),PU,1442
Aricia cramera,20,2013,7,10,28,0.289271171818871,2013-07-10,191,Purche,16_20,PU (1442),PU,1442
Aricia cramera,20,2014,5,21,21,0.740930912541209,2014-05-21,141,Purche,16_20,PU (1442),PU,1442
Aricia cramera,20,2016,7,27,30,0.987164952256753,2016-07-27,209,Purche,16_20,PU (1442),PU,1442
Aricia cramera,20,2017,6,21,25,0.483870193023734,2017-06-21,172,Purche,16_20,PU (1442),PU,1442
Aricia cramera,20,2020,8,5,32,1.12893566522535,2020-08-05,218,Purche,16_20,PU (1442),PU,1442
Aricia cramera,20,2021,8,4,31,1.17764411789084,2021-08-04,216,Purche,16_20,PU (1442),PU,1442
Aricia cramera,21,2013,7,10,28,0.142075667820499,2013-07-10,191,Matas Verdes,16_21,MV (1919),MV,1919
Aricia cramera,21,2014,5,21,21,0.53812842250336,2014-05-21,141,Matas Verdes,16_21,MV (1919),MV,1919
Aricia cramera,21,2015,7,8,28,0.688693099010105,2015-07-08,189,Matas Verdes,16_21,MV (1919),MV,1919
Aricia cramera,21,2016,7,27,30,0.643522622890288,2016-07-27,209,Matas Verdes,16_21,MV (1919),MV,1919
Aricia cramera,21,2017,6,21,25,0.97272283051485,2017-06-21,172,Matas Verdes,16_21,MV (1919),MV,1919
Aricia cramera,21,2020,8,5,32,1.25180782872724,2020-08-05,218,Matas Verdes,16_21,MV (1919),MV,1919
Aricia cramera,21,2021,8,4,31,0.52070716708036,2021-08-04,216,Matas Verdes,16_21,MV (1919),MV,1919
Aricia cramera,21,2022,7,6,27,0.291747391605247,2022-07-06,187,Matas Verdes,16_21,MV (1919),MV,1919
Aricia cramera,23,2013,7,10,28,0.272559183978887,2013-07-10,191,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia cramera,23,2014,5,21,21,0.570002863260886,2014-05-21,141,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia cramera,23,2015,7,8,28,1.0140014889699,2015-07-08,189,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia cramera,23,2016,7,27,30,1.06938737499197,2016-07-27,209,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia cramera,23,2017,6,21,25,1.11599737789515,2017-06-21,172,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia cramera,23,2019,3,6,10,0.186558420921319,2019-03-06,65,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia cramera,23,2020,8,5,32,0.570289864820814,2020-08-05,218,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia cramera,23,2021,8,4,31,1.34207112161902,2021-08-04,216,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia cramera,23,2022,7,6,27,0.836804478516618,2022-07-06,187,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia cramera,32,2013,7,10,28,0.205333065490742,2013-07-10,191,Fabriquilla,16_32,FA (992),FA,992
Aricia cramera,32,2014,5,21,21,0.34266281430941,2014-05-21,141,Fabriquilla,16_32,FA (992),FA,992
Aricia cramera,32,2017,6,21,25,0.704265216613286,2017-06-21,172,Fabriquilla,16_32,FA (992),FA,992
Aricia cramera,32,2019,3,6,10,0.280630099490169,2019-03-06,65,Fabriquilla,16_32,FA (992),FA,992
Aricia cramera,32,2021,8,4,31,0.845235930860403,2021-08-04,216,Fabriquilla,16_32,FA (992),FA,992
Aricia cramera,33,2012,8,1,31,0.641747886775551,2012-08-01,214,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aricia cramera,33,2013,7,10,28,0.184107587955144,2013-07-10,191,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aricia cramera,33,2014,5,21,21,0.233516686733762,2014-05-21,141,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aricia cramera,33,2017,6,21,25,0.570321126636384,2017-06-21,172,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aricia cramera,33,2020,8,5,32,0.417065185031705,2020-08-05,218,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aricia cramera,33,2021,8,4,31,2.02923881735638,2021-08-04,216,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aricia cramera,34,2013,7,10,28,0.125710706046143,2013-07-10,191,Catifas,16_34,CAT (1666),CAT,1666
Aricia cramera,34,2014,5,21,21,0.411239061050038,2014-05-21,141,Catifas,16_34,CAT (1666),CAT,1666
Aricia cramera,34,2016,7,27,30,1.21253011480773,2016-07-27,209,Catifas,16_34,CAT (1666),CAT,1666
Aricia cramera,35,2014,5,21,21,0.235891167322477,2014-05-21,141,Praillos,16_35,PRA (1894),PRA,1894
Aricia cramera,35,2017,6,21,25,0.563409407278586,2017-06-21,172,Praillos,16_35,PRA (1894),PRA,1894
Aricia cramera,35,2021,8,4,31,0.553289321220409,2021-08-04,216,Praillos,16_35,PRA (1894),PRA,1894
Aricia cramera,36,2017,6,21,25,0.288968055997201,2017-06-21,172,Sabinas,16_36,SA (2180),SA,2180
Aricia cramera,45,2014,5,21,21,0.872555340598993,2014-05-21,141,Dúrcal,16_45,DU (1950),DU,1950
Aricia cramera,45,2015,7,8,28,1.69302263545036,2015-07-08,189,Dúrcal,16_45,DU (1950),DU,1950
Aricia cramera,45,2016,7,27,30,1.57840777065109,2016-07-27,209,Dúrcal,16_45,DU (1950),DU,1950
Aricia cramera,45,2017,6,21,25,2.09446569459739,2017-06-21,172,Dúrcal,16_45,DU (1950),DU,1950
Aricia cramera,45,2018,7,18,29,2.07559207291439,2018-07-18,199,Dúrcal,16_45,DU (1950),DU,1950
Aricia cramera,45,2019,3,6,10,0.262421822514738,2019-03-06,65,Dúrcal,16_45,DU (1950),DU,1950
Aricia cramera,45,2020,8,5,32,0.971625006945538,2020-08-05,218,Dúrcal,16_45,DU (1950),DU,1950
Aricia cramera,45,2021,8,4,31,1.57027850024242,2021-08-04,216,Dúrcal,16_45,DU (1950),DU,1950
Aricia cramera,45,2022,7,6,27,1.87209354519753,2022-07-06,187,Dúrcal,16_45,DU (1950),DU,1950
Aricia cramera,48,2014,5,21,21,1.53492227889339,2014-05-21,141,Pitres,16_48,PI (1379),PI,1379
Aricia cramera,48,2015,7,8,28,1.63384038531568,2015-07-08,189,Pitres,16_48,PI (1379),PI,1379
Aricia cramera,48,2016,7,27,30,1.75364621781172,2016-07-27,209,Pitres,16_48,PI (1379),PI,1379
Aricia cramera,48,2017,6,21,25,1.98094431095243,2017-06-21,172,Pitres,16_48,PI (1379),PI,1379
Aricia cramera,48,2018,7,18,29,1.81013602611693,2018-07-18,199,Pitres,16_48,PI (1379),PI,1379
Aricia cramera,48,2019,3,6,10,0.632674736570155,2019-03-06,65,Pitres,16_48,PI (1379),PI,1379
Aricia cramera,48,2020,8,5,32,1.34205460905982,2020-08-05,218,Pitres,16_48,PI (1379),PI,1379
Aricia cramera,48,2021,8,4,31,3.37631818295253,2021-08-04,216,Pitres,16_48,PI (1379),PI,1379
Aricia cramera,48,2022,7,6,27,0.721941434874474,2022-07-06,187,Pitres,16_48,PI (1379),PI,1379
Aricia cramera,49,2019,3,6,10,0.32893996889801,2019-03-06,65,Turbera,16_49,TU (745),TU,745
Aricia cramera,49,2020,8,5,32,0.665275687545122,2020-08-05,218,Turbera,16_49,TU (745),TU,745
Aricia cramera,49,2021,8,4,31,1.01583438463757,2021-08-04,216,Turbera,16_49,TU (745),TU,745
Aricia montensis,16,2014,8,13,33,1.02895412387033,2014-08-13,225,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Aricia montensis,16,2020,7,22,30,0.685775830607928,2020-07-22,204,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Aricia montensis,16,2021,8,11,32,0.92163061869394,2021-08-11,223,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Aricia montensis,18,2021,8,11,32,4.54708392888857,2021-08-11,223,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Aricia montensis,20,2013,9,25,39,0.173442793100871,2013-09-25,268,Purche,16_20,PU (1442),PU,1442
Aricia montensis,20,2014,8,13,33,0.758352544771972,2014-08-13,225,Purche,16_20,PU (1442),PU,1442
Aricia montensis,20,2015,8,19,34,1.03688665991761,2015-08-19,231,Purche,16_20,PU (1442),PU,1442
Aricia montensis,20,2016,8,10,32,1.40807271677191,2016-08-10,223,Purche,16_20,PU (1442),PU,1442
Aricia montensis,21,2014,8,13,33,1.20309571603059,2014-08-13,225,Matas Verdes,16_21,MV (1919),MV,1919
Aricia montensis,21,2016,8,10,32,4.44921486507468,2016-08-10,223,Matas Verdes,16_21,MV (1919),MV,1919
Aricia montensis,21,2017,7,19,29,0.397331346919963,2017-07-19,200,Matas Verdes,16_21,MV (1919),MV,1919
Aricia montensis,21,2019,8,7,32,0.530369092867117,2019-08-07,219,Matas Verdes,16_21,MV (1919),MV,1919
Aricia montensis,21,2021,8,11,32,1.11153493292508,2021-08-11,223,Matas Verdes,16_21,MV (1919),MV,1919
Aricia montensis,21,2022,8,31,35,0.676870452312901,2022-08-31,243,Matas Verdes,16_21,MV (1919),MV,1919
Aricia montensis,23,2012,8,15,33,1.67121148308014,2012-08-15,228,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia montensis,23,2014,8,13,33,2.44670663857509,2014-08-13,225,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia montensis,23,2015,8,19,34,1.02836103363562,2015-08-19,231,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia montensis,23,2016,8,10,32,4.71476837322748,2016-08-10,223,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia montensis,23,2017,7,19,29,2.81855966176632,2017-07-19,200,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia montensis,23,2019,8,7,32,3.23142465170575,2019-08-07,219,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia montensis,23,2020,7,22,30,1.76769458271718,2020-07-22,204,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia montensis,23,2021,8,11,32,4.30912786126369,2021-08-11,223,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia montensis,23,2022,8,31,35,5.87370130899922,2022-08-31,243,Robledal Dílar,16_23,DI (1720),DI,1720
Aricia montensis,24,2017,7,19,29,0.545525292548359,2017-07-19,200,Campos de Otero,16_24,CO (2248),CO,2248
Aricia montensis,24,2021,8,11,32,0.695323422718651,2021-08-11,223,Campos de Otero,16_24,CO (2248),CO,2248
Aricia montensis,32,2013,9,25,39,0.19914503302566,2013-09-25,268,Fabriquilla,16_32,FA (992),FA,992
Aricia montensis,33,2013,9,25,39,0.2983840609362,2013-09-25,268,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aricia montensis,33,2014,8,13,33,1.4160365349821,2014-08-13,225,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aricia montensis,33,2016,8,10,32,0.959427551068439,2016-08-10,223,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aricia montensis,33,2021,8,11,32,2.68495982967941,2021-08-11,223,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Aricia montensis,34,2013,9,25,39,0.17928185816199,2013-09-25,268,Catifas,16_34,CAT (1666),CAT,1666
Aricia montensis,35,2014,8,13,33,1.01756620631077,2014-08-13,225,Praillos,16_35,PRA (1894),PRA,1894
Aricia montensis,35,2017,7,19,29,0.638180968971984,2017-07-19,200,Praillos,16_35,PRA (1894),PRA,1894
Aricia montensis,35,2021,8,11,32,1.0060548982049,2021-08-11,223,Praillos,16_35,PRA (1894),PRA,1894
Aricia montensis,35,2022,8,31,35,0.882527326998063,2022-08-31,243,Praillos,16_35,PRA (1894),PRA,1894
Aricia montensis,36,2014,8,13,33,1.98503057366797,2014-08-13,225,Sabinas,16_36,SA (2180),SA,2180
Aricia montensis,36,2021,8,11,32,0.671619968307836,2021-08-11,223,Sabinas,16_36,SA (2180),SA,2180
Aricia montensis,45,2017,7,19,29,1.08174448664637,2017-07-19,200,Dúrcal,16_45,DU (1950),DU,1950
Aricia montensis,45,2018,7,18,29,1.72447499679995,2018-07-18,199,Dúrcal,16_45,DU (1950),DU,1950
Aricia montensis,45,2020,7,22,30,1.16321468426497,2020-07-22,204,Dúrcal,16_45,DU (1950),DU,1950
Aricia montensis,45,2021,8,11,32,2.4474766308993,2021-08-11,223,Dúrcal,16_45,DU (1950),DU,1950
Aricia montensis,45,2022,8,31,35,0.846503424963862,2022-08-31,243,Dúrcal,16_45,DU (1950),DU,1950
