species,site_id,year,month,day,week,fitted,date,doy,transecto,id_transect,abb_elev,abreviatura,altitud
Lasiommata megera,14,2022,9,7,36,0.704118029497136,2022-09-07,250,Laguna seca,16_14,LS (2282),LS,2282
Lasiommata megera,15,2020,6,17,25,0.54176319929906,2020-06-17,169,Altas cumbres,16_15,AC (3126),AC,3126
Lasiommata megera,15,2022,9,7,36,0.567082212277839,2022-09-07,250,Altas cumbres,16_15,AC (3126),AC,3126
Lasiommata megera,16,2012,8,29,35,1.75575253362752,2012-08-29,242,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lasiommata megera,16,2013,9,11,37,1.84200981366213,2013-09-11,254,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lasiommata megera,16,2016,9,14,37,1.36605001733047,2016-09-14,258,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lasiommata megera,16,2017,6,21,25,0.982145992817013,2017-06-21,172,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lasiommata megera,16,2018,7,11,28,1.31094933339399,2018-07-11,192,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lasiommata megera,16,2019,6,12,24,0.945098109335521,2019-06-12,163,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lasiommata megera,16,2020,6,17,25,1.08927480150447,2020-06-17,169,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lasiommata megera,16,2021,9,8,36,1.23195540128547,2021-09-08,251,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lasiommata megera,16,2022,9,7,36,0.795630655644719,2022-09-07,250,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lasiommata megera,17,2012,8,29,35,9.64447350224453,2012-08-29,242,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lasiommata megera,17,2013,9,11,37,0.887964319641468,2013-09-11,254,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lasiommata megera,17,2014,5,14,20,2.06433613159594,2014-05-14,134,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lasiommata megera,17,2015,7,8,28,1.27699825663925,2015-07-08,189,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lasiommata megera,17,2016,9,14,37,3.23791860103378,2016-09-14,258,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lasiommata megera,17,2017,6,21,25,2.32054315617464,2017-06-21,172,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lasiommata megera,17,2018,7,11,28,1.66025486708193,2018-07-11,192,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lasiommata megera,17,2019,6,12,24,1.77149799119943,2019-06-12,163,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lasiommata megera,17,2020,6,17,25,1.16265747427025,2020-06-17,169,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lasiommata megera,17,2021,9,8,36,3.98892978912114,2021-09-08,251,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lasiommata megera,17,2022,9,7,36,1.19256754228071,2022-09-07,250,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lasiommata megera,18,2012,8,29,35,3.4071004836716,2012-08-29,242,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lasiommata megera,18,2013,9,11,37,1.41371089043316,2013-09-11,254,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lasiommata megera,18,2014,5,14,20,1.28946513907238,2014-05-14,134,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lasiommata megera,18,2015,7,8,28,1.7638947110783,2015-07-08,189,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lasiommata megera,18,2016,9,14,37,1.76813191941685,2016-09-14,258,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lasiommata megera,18,2017,6,21,25,2.1278920617923,2017-06-21,172,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lasiommata megera,18,2018,7,11,28,1.45272391821689,2018-07-11,192,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lasiommata megera,18,2019,6,12,24,3.69076079350521,2019-06-12,163,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lasiommata megera,18,2020,6,17,25,5.07016897502338,2020-06-17,169,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lasiommata megera,18,2021,9,8,36,5.10048227973477,2021-09-08,251,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lasiommata megera,18,2022,9,7,36,0.797188108955678,2022-09-07,250,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lasiommata megera,20,2012,8,29,35,1.21211361269249,2012-08-29,242,Purche,16_20,PU (1442),PU,1442
Lasiommata megera,20,2013,9,11,37,0.936332793082046,2013-09-11,254,Purche,16_20,PU (1442),PU,1442
Lasiommata megera,20,2014,5,14,20,0.703319588301275,2014-05-14,134,Purche,16_20,PU (1442),PU,1442
Lasiommata megera,20,2015,7,8,28,1.21323461224019,2015-07-08,189,Purche,16_20,PU (1442),PU,1442
Lasiommata megera,20,2016,9,14,37,2.58875111909356,2016-09-14,258,Purche,16_20,PU (1442),PU,1442
Lasiommata megera,20,2017,6,21,25,0.607416745152823,2017-06-21,172,Purche,16_20,PU (1442),PU,1442
Lasiommata megera,20,2019,6,12,24,0.862905006612504,2019-06-12,163,Purche,16_20,PU (1442),PU,1442
Lasiommata megera,20,2020,6,17,25,1.42668134675654,2020-06-17,169,Purche,16_20,PU (1442),PU,1442
Lasiommata megera,20,2021,9,8,36,1.8820662006453,2021-09-08,251,Purche,16_20,PU (1442),PU,1442
Lasiommata megera,21,2012,8,29,35,2.08040280276968,2012-08-29,242,Matas Verdes,16_21,MV (1919),MV,1919
Lasiommata megera,21,2013,9,11,37,2.00306001382167,2013-09-11,254,Matas Verdes,16_21,MV (1919),MV,1919
Lasiommata megera,21,2014,5,14,20,1.81333668129232,2014-05-14,134,Matas Verdes,16_21,MV (1919),MV,1919
Lasiommata megera,21,2015,7,8,28,1.25379041206792,2015-07-08,189,Matas Verdes,16_21,MV (1919),MV,1919
Lasiommata megera,21,2016,9,14,37,2.70257453702558,2016-09-14,258,Matas Verdes,16_21,MV (1919),MV,1919
Lasiommata megera,21,2017,6,21,25,1.52141546779614,2017-06-21,172,Matas Verdes,16_21,MV (1919),MV,1919
Lasiommata megera,21,2019,6,12,24,1.28873895836051,2019-06-12,163,Matas Verdes,16_21,MV (1919),MV,1919
Lasiommata megera,21,2020,6,17,25,1.75919779853656,2020-06-17,169,Matas Verdes,16_21,MV (1919),MV,1919
Lasiommata megera,21,2021,9,8,36,3.25021501685275,2021-09-08,251,Matas Verdes,16_21,MV (1919),MV,1919
Lasiommata megera,21,2022,9,7,36,1.47385265986822,2022-09-07,250,Matas Verdes,16_21,MV (1919),MV,1919
Lasiommata megera,23,2012,8,29,35,2.25682030118153,2012-08-29,242,Robledal Dílar,16_23,DI (1720),DI,1720
Lasiommata megera,23,2013,9,11,37,2.21553422032037,2013-09-11,254,Robledal Dílar,16_23,DI (1720),DI,1720
Lasiommata megera,23,2014,5,14,20,1.05014837708937,2014-05-14,134,Robledal Dílar,16_23,DI (1720),DI,1720
Lasiommata megera,23,2015,7,8,28,0.977998581193649,2015-07-08,189,Robledal Dílar,16_23,DI (1720),DI,1720
Lasiommata megera,23,2016,9,14,37,2.93265509646555,2016-09-14,258,Robledal Dílar,16_23,DI (1720),DI,1720
Lasiommata megera,23,2017,6,21,25,1.30034143388732,2017-06-21,172,Robledal Dílar,16_23,DI (1720),DI,1720
Lasiommata megera,23,2019,6,12,24,2.38958651121194,2019-06-12,163,Robledal Dílar,16_23,DI (1720),DI,1720
Lasiommata megera,23,2020,6,17,25,2.14622936892774,2020-06-17,169,Robledal Dílar,16_23,DI (1720),DI,1720
Lasiommata megera,23,2021,9,8,36,4.02707207346841,2021-09-08,251,Robledal Dílar,16_23,DI (1720),DI,1720
Lasiommata megera,23,2022,9,7,36,1.9879411370496,2022-09-07,250,Robledal Dílar,16_23,DI (1720),DI,1720
Lasiommata megera,24,2012,8,29,35,2.27209008944643,2012-08-29,242,Campos de Otero,16_24,CO (2248),CO,2248
Lasiommata megera,24,2013,9,11,37,5.26538115433923,2013-09-11,254,Campos de Otero,16_24,CO (2248),CO,2248
Lasiommata megera,24,2014,5,14,20,1.39125593675568,2014-05-14,134,Campos de Otero,16_24,CO (2248),CO,2248
Lasiommata megera,24,2015,7,8,28,1.64665419040266,2015-07-08,189,Campos de Otero,16_24,CO (2248),CO,2248
Lasiommata megera,24,2016,9,14,37,1.50785661037042,2016-09-14,258,Campos de Otero,16_24,CO (2248),CO,2248
Lasiommata megera,24,2017,6,21,25,0.839918901588176,2017-06-21,172,Campos de Otero,16_24,CO (2248),CO,2248
Lasiommata megera,24,2018,7,11,28,1.0487581503108,2018-07-11,192,Campos de Otero,16_24,CO (2248),CO,2248
Lasiommata megera,24,2019,6,12,24,1.10506859659422,2019-06-12,163,Campos de Otero,16_24,CO (2248),CO,2248
Lasiommata megera,24,2020,6,17,25,1.7145817092152,2020-06-17,169,Campos de Otero,16_24,CO (2248),CO,2248
Lasiommata megera,24,2021,9,8,36,4.06719988880146,2021-09-08,251,Campos de Otero,16_24,CO (2248),CO,2248
Lasiommata megera,24,2022,9,7,36,0.779283767733025,2022-09-07,250,Campos de Otero,16_24,CO (2248),CO,2248
Lasiommata megera,32,2013,9,11,37,1.16885255975318,2013-09-11,254,Fabriquilla,16_32,FA (992),FA,992
Lasiommata megera,32,2014,5,14,20,0.322684112601546,2014-05-14,134,Fabriquilla,16_32,FA (992),FA,992
Lasiommata megera,32,2016,9,14,37,1.46153976591744,2016-09-14,258,Fabriquilla,16_32,FA (992),FA,992
Lasiommata megera,32,2017,6,21,25,0.89921647372382,2017-06-21,172,Fabriquilla,16_32,FA (992),FA,992
Lasiommata megera,32,2020,6,17,25,0.571341618435895,2020-06-17,169,Fabriquilla,16_32,FA (992),FA,992
Lasiommata megera,32,2021,9,8,36,1.02234283294541,2021-09-08,251,Fabriquilla,16_32,FA (992),FA,992
Lasiommata megera,33,2012,8,29,35,2.63579898249436,2012-08-29,242,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Lasiommata megera,33,2013,9,11,37,0.308515757417237,2013-09-11,254,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Lasiommata megera,33,2014,5,14,20,0.82259735266693,2014-05-14,134,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Lasiommata megera,33,2015,7,8,28,0.769382620511125,2015-07-08,189,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Lasiommata megera,33,2016,9,14,37,2.6203199439015,2016-09-14,258,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Lasiommata megera,33,2017,6,21,25,1.52354720671482,2017-06-21,172,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Lasiommata megera,33,2019,6,12,24,0.746595706860932,2019-06-12,163,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Lasiommata megera,33,2020,6,17,25,2.57890170920475,2020-06-17,169,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Lasiommata megera,33,2021,9,8,36,2.52626044334536,2021-09-08,251,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Lasiommata megera,33,2022,9,7,36,0.491315499990158,2022-09-07,250,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Lasiommata megera,34,2012,8,29,35,4.24336344045469,2012-08-29,242,Catifas,16_34,CAT (1666),CAT,1666
Lasiommata megera,34,2013,9,11,37,0.706401929875768,2013-09-11,254,Catifas,16_34,CAT (1666),CAT,1666
Lasiommata megera,34,2014,5,14,20,0.519592771397686,2014-05-14,134,Catifas,16_34,CAT (1666),CAT,1666
Lasiommata megera,34,2015,7,8,28,1.07713570636386,2015-07-08,189,Catifas,16_34,CAT (1666),CAT,1666
Lasiommata megera,34,2016,9,14,37,0.70043965683473,2016-09-14,258,Catifas,16_34,CAT (1666),CAT,1666
Lasiommata megera,34,2017,6,21,25,0.506909110209084,2017-06-21,172,Catifas,16_34,CAT (1666),CAT,1666
Lasiommata megera,34,2019,6,12,24,1.21658990085999,2019-06-12,163,Catifas,16_34,CAT (1666),CAT,1666
Lasiommata megera,34,2020,6,17,25,1.86920921806281,2020-06-17,169,Catifas,16_34,CAT (1666),CAT,1666
Lasiommata megera,34,2021,9,8,36,3.68012128380515,2021-09-08,251,Catifas,16_34,CAT (1666),CAT,1666
Lasiommata megera,34,2022,9,7,36,0.680782261137598,2022-09-07,250,Catifas,16_34,CAT (1666),CAT,1666
Lasiommata megera,35,2012,8,29,35,2.21613322948762,2012-08-29,242,Praillos,16_35,PRA (1894),PRA,1894
Lasiommata megera,35,2013,9,11,37,1.67755418892741,2013-09-11,254,Praillos,16_35,PRA (1894),PRA,1894
Lasiommata megera,35,2014,5,14,20,2.7806818028638,2014-05-14,134,Praillos,16_35,PRA (1894),PRA,1894
Lasiommata megera,35,2015,7,8,28,0.499152232295903,2015-07-08,189,Praillos,16_35,PRA (1894),PRA,1894
Lasiommata megera,35,2016,9,14,37,0.794385205870744,2016-09-14,258,Praillos,16_35,PRA (1894),PRA,1894
Lasiommata megera,35,2017,6,21,25,0.449900541154204,2017-06-21,172,Praillos,16_35,PRA (1894),PRA,1894
Lasiommata megera,35,2019,6,12,24,1.55221119221968,2019-06-12,163,Praillos,16_35,PRA (1894),PRA,1894
Lasiommata megera,35,2020,6,17,25,3.16074418285434,2020-06-17,169,Praillos,16_35,PRA (1894),PRA,1894
Lasiommata megera,35,2021,9,8,36,4.65998682190964,2021-09-08,251,Praillos,16_35,PRA (1894),PRA,1894
Lasiommata megera,35,2022,9,7,36,1.40317252471625,2022-09-07,250,Praillos,16_35,PRA (1894),PRA,1894
Lasiommata megera,36,2013,9,11,37,0.717878761527075,2013-09-11,254,Sabinas,16_36,SA (2180),SA,2180
Lasiommata megera,36,2017,6,21,25,0.991547432756787,2017-06-21,172,Sabinas,16_36,SA (2180),SA,2180
Lasiommata megera,36,2019,6,12,24,0.767282890382096,2019-06-12,163,Sabinas,16_36,SA (2180),SA,2180
Lasiommata megera,36,2020,6,17,25,1.09468747827596,2020-06-17,169,Sabinas,16_36,SA (2180),SA,2180
Lasiommata megera,36,2021,9,8,36,2.59503333966553,2021-09-08,251,Sabinas,16_36,SA (2180),SA,2180
Lasiommata megera,36,2022,9,7,36,1.18200853176269,2022-09-07,250,Sabinas,16_36,SA (2180),SA,2180
Lasiommata megera,45,2014,5,14,20,1.26073040087387,2014-05-14,134,Dúrcal,16_45,DU (1950),DU,1950
Lasiommata megera,45,2015,7,8,28,1.02958037664976,2015-07-08,189,Dúrcal,16_45,DU (1950),DU,1950
Lasiommata megera,45,2016,9,14,37,0.567863058947299,2016-09-14,258,Dúrcal,16_45,DU (1950),DU,1950
Lasiommata megera,45,2017,6,21,25,1.00397480666263,2017-06-21,172,Dúrcal,16_45,DU (1950),DU,1950
Lasiommata megera,45,2018,7,11,28,0.850449255909833,2018-07-11,192,Dúrcal,16_45,DU (1950),DU,1950
Lasiommata megera,45,2019,6,12,24,1.31637251298469,2019-06-12,163,Dúrcal,16_45,DU (1950),DU,1950
Lasiommata megera,45,2020,6,17,25,1.11508196600541,2020-06-17,169,Dúrcal,16_45,DU (1950),DU,1950
Lasiommata megera,45,2021,9,8,36,1.96718291417101,2021-09-08,251,Dúrcal,16_45,DU (1950),DU,1950
Lasiommata megera,45,2022,9,7,36,1.22947100341122,2022-09-07,250,Dúrcal,16_45,DU (1950),DU,1950
Lasiommata megera,48,2014,5,14,20,1.72874536519451,2014-05-14,134,Pitres,16_48,PI (1379),PI,1379
Lasiommata megera,48,2015,7,8,28,1.15056772299628,2015-07-08,189,Pitres,16_48,PI (1379),PI,1379
Lasiommata megera,48,2016,9,14,37,3.29132730221239,2016-09-14,258,Pitres,16_48,PI (1379),PI,1379
Lasiommata megera,48,2017,6,21,25,1.77208104805982,2017-06-21,172,Pitres,16_48,PI (1379),PI,1379
Lasiommata megera,48,2018,7,11,28,2.97167216928327,2018-07-11,192,Pitres,16_48,PI (1379),PI,1379
Lasiommata megera,48,2019,6,12,24,2.23301293745139,2019-06-12,163,Pitres,16_48,PI (1379),PI,1379
Lasiommata megera,48,2020,6,17,25,2.94198584805814,2020-06-17,169,Pitres,16_48,PI (1379),PI,1379
Lasiommata megera,48,2021,9,8,36,6.58986917020379,2021-09-08,251,Pitres,16_48,PI (1379),PI,1379
Lasiommata megera,48,2022,9,7,36,2.50719097605105,2022-09-07,250,Pitres,16_48,PI (1379),PI,1379
Leptidea sinapis,48,2015,5,20,21,0.353261412220673,2015-05-20,140,Pitres,16_48,PI (1379),PI,1379
Leptidea sinapis,48,2016,9,28,39,0.254917608478836,2016-09-28,272,Pitres,16_48,PI (1379),PI,1379
Leptidea sinapis,48,2017,5,17,20,0.505402174854591,2017-05-17,137,Pitres,16_48,PI (1379),PI,1379
Leptidea sinapis,48,2018,5,9,19,0.589216159651304,2018-05-09,129,Pitres,16_48,PI (1379),PI,1379
Leptidea sinapis,48,2019,4,3,14,1.13863281149037,2019-04-03,93,Pitres,16_48,PI (1379),PI,1379
Leptidea sinapis,48,2020,5,27,22,0.634622940038135,2020-05-27,148,Pitres,16_48,PI (1379),PI,1379
Leptidea sinapis,48,2021,4,7,14,0.579993512688893,2021-04-07,97,Pitres,16_48,PI (1379),PI,1379
Leptotes pirithous,23,2017,6,14,24,1.04987252814234,2017-06-14,165,Robledal Dílar,16_23,DI (1720),DI,1720
Leptotes pirithous,33,2017,6,14,24,0.645473645074118,2017-06-14,165,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Leptotes pirithous,45,2014,7,23,30,1.29643631591386,2014-07-23,204,Dúrcal,16_45,DU (1950),DU,1950
Leptotes pirithous,45,2015,6,17,25,2.03595942832832,2015-06-17,168,Dúrcal,16_45,DU (1950),DU,1950
Leptotes pirithous,45,2016,8,17,33,1.69232536740669,2016-08-17,230,Dúrcal,16_45,DU (1950),DU,1950
Leptotes pirithous,45,2017,6,14,24,3.18433860618769,2017-06-14,165,Dúrcal,16_45,DU (1950),DU,1950
Leptotes pirithous,45,2018,7,11,28,2.84829918928044,2018-07-11,192,Dúrcal,16_45,DU (1950),DU,1950
Leptotes pirithous,45,2019,8,7,32,0.98962689773858,2019-08-07,219,Dúrcal,16_45,DU (1950),DU,1950
Leptotes pirithous,45,2020,8,5,32,1.94602369825936,2020-08-05,218,Dúrcal,16_45,DU (1950),DU,1950
Leptotes pirithous,45,2021,6,23,25,2.54128516335924,2021-06-23,174,Dúrcal,16_45,DU (1950),DU,1950
Leptotes pirithous,45,2022,7,20,29,2.17705841086062,2022-07-20,201,Dúrcal,16_45,DU (1950),DU,1950
Leptotes pirithous,46,2014,7,23,30,1.07084275172936,2014-07-23,204,Laguna,16_46,LP (732),LP,732
Leptotes pirithous,46,2015,6,17,25,1.01899555785621,2015-06-17,168,Laguna,16_46,LP (732),LP,732
Leptotes pirithous,48,2014,7,23,30,2.75324036224993,2014-07-23,204,Pitres,16_48,PI (1379),PI,1379
Leptotes pirithous,48,2015,6,17,25,5.349310910436,2015-06-17,168,Pitres,16_48,PI (1379),PI,1379
Leptotes pirithous,48,2016,8,17,33,2.14725569797617,2016-08-17,230,Pitres,16_48,PI (1379),PI,1379
Leptotes pirithous,48,2017,6,14,24,3.41792760301124,2017-06-14,165,Pitres,16_48,PI (1379),PI,1379
Leptotes pirithous,48,2018,7,11,28,5.01229153180041,2018-07-11,192,Pitres,16_48,PI (1379),PI,1379
Leptotes pirithous,48,2019,8,7,32,3.72938236008845,2019-08-07,219,Pitres,16_48,PI (1379),PI,1379
Leptotes pirithous,48,2020,8,5,32,4.73229471346779,2020-08-05,218,Pitres,16_48,PI (1379),PI,1379
Leptotes pirithous,48,2021,6,23,25,7.74295634145295,2021-06-23,174,Pitres,16_48,PI (1379),PI,1379
Leptotes pirithous,48,2022,7,20,29,3.16628472855475,2022-07-20,201,Pitres,16_48,PI (1379),PI,1379
Leptotes pirithous,49,2015,6,17,25,0.61360983899997,2015-06-17,168,Turbera,16_49,TU (745),TU,745
Leptotes pirithous,49,2016,8,17,33,0.76171540625868,2016-08-17,230,Turbera,16_49,TU (745),TU,745
Leptotes pirithous,49,2018,7,11,28,0.706482674604324,2018-07-11,192,Turbera,16_49,TU (745),TU,745
Leptotes pirithous,49,2019,8,7,32,0.586267720880681,2019-08-07,219,Turbera,16_49,TU (745),TU,745
Leptotes pirithous,49,2020,8,5,32,1.41734114226358,2020-08-05,218,Turbera,16_49,TU (745),TU,745
Lycaena alciphron,14,2012,7,4,27,0.739147496261974,2012-07-04,186,Laguna seca,16_14,LS (2282),LS,2282
Lycaena alciphron,16,2012,7,4,27,0.963581992717883,2012-07-04,186,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lycaena alciphron,16,2013,7,17,29,0.764986042459588,2013-07-17,198,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lycaena alciphron,16,2014,7,9,28,0.652344673349861,2014-07-09,190,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lycaena alciphron,16,2016,7,13,28,7.17203643921967,2016-07-13,195,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lycaena alciphron,16,2017,6,28,26,0.758476927645786,2017-06-28,179,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lycaena alciphron,16,2019,6,26,26,0.802262840913563,2019-06-26,177,Borreguiles San Juan,16_16,BOSJ (2545),BOSJ,2545
Lycaena alciphron,17,2012,7,4,27,6.68296720407903,2012-07-04,186,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lycaena alciphron,17,2013,7,17,29,1.78899994314827,2013-07-17,198,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lycaena alciphron,17,2014,7,9,28,4.81436034060262,2014-07-09,190,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lycaena alciphron,17,2015,7,22,30,3.96862966574783,2015-07-22,203,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lycaena alciphron,17,2016,7,13,28,9.14852431787467,2016-07-13,195,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lycaena alciphron,17,2017,6,28,26,6.30898245230525,2017-06-28,179,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lycaena alciphron,17,2018,7,18,29,1.28087308351481,2018-07-18,199,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lycaena alciphron,17,2019,6,26,26,3.92885917685075,2019-06-26,177,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lycaena alciphron,17,2020,6,24,26,2.89023330067172,2020-06-24,176,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lycaena alciphron,17,2021,7,14,28,3.45580712464611,2021-07-14,195,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lycaena alciphron,17,2022,6,29,26,2.35283486815361,2022-06-29,180,Loma de Papeles Alto,16_17,PA (2400),PA,2400
Lycaena alciphron,18,2012,7,4,27,3.59913667330268,2012-07-04,186,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lycaena alciphron,18,2013,7,17,29,1.08733182133559,2013-07-17,198,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lycaena alciphron,18,2014,7,9,28,3.64452774946436,2014-07-09,190,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lycaena alciphron,18,2015,7,22,30,1.2123829483849,2015-07-22,203,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lycaena alciphron,18,2016,7,13,28,1.87740595925113,2016-07-13,195,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lycaena alciphron,18,2018,7,18,29,2.90572713823506,2018-07-18,199,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lycaena alciphron,18,2019,6,26,26,2.10479093560491,2019-06-26,177,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lycaena alciphron,18,2020,6,24,26,1.99591351800395,2020-06-24,176,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lycaena alciphron,18,2021,7,14,28,1.72789303006731,2021-07-14,195,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lycaena alciphron,18,2022,6,29,26,1.48207230557996,2022-06-29,180,Loma de Papeles Bajo,16_18,PB (2121),PB,2121
Lycaena alciphron,21,2012,7,4,27,1.1728365888691,2012-07-04,186,Matas Verdes,16_21,MV (1919),MV,1919
Lycaena alciphron,21,2013,7,17,29,2.36446803032325,2013-07-17,198,Matas Verdes,16_21,MV (1919),MV,1919
Lycaena alciphron,21,2014,7,9,28,2.69218400409232,2014-07-09,190,Matas Verdes,16_21,MV (1919),MV,1919
Lycaena alciphron,21,2016,7,13,28,3.2191799520954,2016-07-13,195,Matas Verdes,16_21,MV (1919),MV,1919
Lycaena alciphron,21,2017,6,28,26,2.36558357953893,2017-06-28,179,Matas Verdes,16_21,MV (1919),MV,1919
Lycaena alciphron,21,2019,6,26,26,1.91232446858839,2019-06-26,177,Matas Verdes,16_21,MV (1919),MV,1919
Lycaena alciphron,21,2020,6,24,26,0.693645552568555,2020-06-24,176,Matas Verdes,16_21,MV (1919),MV,1919
Lycaena alciphron,23,2013,7,17,29,3.18081616306477,2013-07-17,198,Robledal Dílar,16_23,DI (1720),DI,1720
Lycaena alciphron,23,2014,7,9,28,1.89612406978282,2014-07-09,190,Robledal Dílar,16_23,DI (1720),DI,1720
Lycaena alciphron,23,2015,7,22,30,3.35139702227054,2015-07-22,203,Robledal Dílar,16_23,DI (1720),DI,1720
Lycaena alciphron,23,2016,7,13,28,1.50991632752609,2016-07-13,195,Robledal Dílar,16_23,DI (1720),DI,1720
Lycaena alciphron,23,2017,6,28,26,6.43792741689279,2017-06-28,179,Robledal Dílar,16_23,DI (1720),DI,1720
Lycaena alciphron,23,2019,6,26,26,2.74424824333533,2019-06-26,177,Robledal Dílar,16_23,DI (1720),DI,1720
Lycaena alciphron,23,2020,6,24,26,1.88268038798753,2020-06-24,176,Robledal Dílar,16_23,DI (1720),DI,1720
Lycaena alciphron,23,2021,7,14,28,1.23667713579273,2021-07-14,195,Robledal Dílar,16_23,DI (1720),DI,1720
Lycaena alciphron,23,2022,6,29,26,1.76012473934862,2022-06-29,180,Robledal Dílar,16_23,DI (1720),DI,1720
Lycaena alciphron,24,2012,7,4,27,0.98698588213623,2012-07-04,186,Campos de Otero,16_24,CO (2248),CO,2248
Lycaena alciphron,24,2013,7,17,29,0.926110013742821,2013-07-17,198,Campos de Otero,16_24,CO (2248),CO,2248
Lycaena alciphron,24,2014,7,9,28,1.59041008849531,2014-07-09,190,Campos de Otero,16_24,CO (2248),CO,2248
Lycaena alciphron,24,2015,7,22,30,1.56783075859353,2015-07-22,203,Campos de Otero,16_24,CO (2248),CO,2248
Lycaena alciphron,24,2016,7,13,28,1.4028080436596,2016-07-13,195,Campos de Otero,16_24,CO (2248),CO,2248
Lycaena alciphron,24,2017,6,28,26,4.60067335860954,2017-06-28,179,Campos de Otero,16_24,CO (2248),CO,2248
Lycaena alciphron,24,2019,6,26,26,1.42998364650002,2019-06-26,177,Campos de Otero,16_24,CO (2248),CO,2248
Lycaena alciphron,24,2021,7,14,28,1.17012522232423,2021-07-14,195,Campos de Otero,16_24,CO (2248),CO,2248
Lycaena alciphron,33,2017,6,28,26,0.759314341450348,2017-06-28,179,Barranco de San Juan,16_33,BSJ (1362),BSJ,1362
Lycaena alciphron,34,2013,7,17,29,0.402970077891937,2013-07-17,198,Catifas,16_34,CAT (1666),CAT,1666
Lycaena alciphron,35,2013,7,17,29,5.55008070261695,2013-07-17,198,Praillos,16_35,PRA (1894),PRA,1894
